List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"										
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	14			cell	135-145					140		1	1436026,666667			130625,914249															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	15			cell	145-155					150		1	1766250,000000			158648,417106															
SMHI_BVOL2023		x	Ochrophyta	Dictyochophyceae	Pedinellales	Ciliophrys	Ciliophrys infusionum			Cienkowski, 1876	375958	http://www.marinespecies.org/aphia.php?p=taxdetails&id=375958	HT	sphere	?/6*d^3	1			cell	7-14					10		1	523,333333			77,159014															
SMHI_BVOL2023		x	Ochrophyta	Dictyochophyceae	Pedinellales	Ciliophrys	Ciliophrys infusionum			Cienkowski, 1876	375958	http://www.marinespecies.org/aphia.php?p=taxdetails&id=375958	HT	sphere	?/6*d^3	2			cell	14-20					17		1	2571,136667			344,002246															
SMHI_BVOL2023		x	OCHROPHYTA	Bacillariophyceae	Corethrales	Corethron	Corethron hystrix			Hensen, 1887	179596	http://www.marinespecies.org/aphia.php?p=taxdetails&id=179596	AU	cylinder	?/4*d^2*h	1			cell	15-25x50-60				55	20		1	17270,000000			786,749677	based on individual cell														
SMHI_BVOL2023		x	Ciliophora	Oligotrichea 	Choreotrichida	Coxliella	Coxliella helix			Claparède & Lachmann, 1858	235759	http://www.marinespecies.org/aphia.php?p=taxdetails&id=235759	HT	rotational ellipsoid	?/6*d^2*l	1			cell	10-20x50-90	70				15		1	8242,500000			1027,148203															
SMHI_BVOL2023		x	CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	OSCILLATORIALES		Cyanobacteria	spp			146537	https://www.marinespecies.org/aphia.php?p=taxdetails&id=146537	AU	cylinder	?/4*d^2*h	1			filament	0.5x100				100	0,5		100	19,625000	19,6	1	3,535103	based on individual cell														
SMHI_BVOL2023		x	CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	OSCILLATORIALES		Cyanobacteria	spp			146537	https://www.marinespecies.org/aphia.php?p=taxdetails&id=146537	AU	cylinder	?/4*d^2*h	2			filament	1.5x100				100	1,5		100	176,625000		1	27,825037															
SMHI_BVOL2023		x	CYANOPHYTA (CYANOBACTERIA)	Nostocophyceae (Cyanophyceae)	OSCILLATORIALES		Cyanobacteria	spp			146537	https://www.marinespecies.org/aphia.php?p=taxdetails&id=146537	AU	cylinder	?/4*d^2*h	3			filament	2.5x100				100	2,5		100	490,625000		1	72,621915															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	TINTINNIDA	Daturella 	Daturella 	spp		Kofoid & Campbell, 1929	341300	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341300	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 60-70x90-100	65				95		1	307000,416667		-	30681,545992															
SMHI_BVOL2023		x	Ciliophora	Litostomatea	HAPTORIDA	Didinium	Didinium	spp		Stein, 1859	341301	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341301	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 30-70x50-90	50				70		1	128216,666667		-	13514,924373															
SMHI_BVOL2023		x	Ciliophora	Litostomatea	HAPTORIDA	Didinium	Didinium nasutum			(Müller, 1773) Stein, 1859	417328	https://www.marinespecies.org/aphia.php?p=taxdetails&id=417328	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 30-70x30-90	60				50		1	78500,000000		-	8525,823914															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	DINOPHYSIALES	Dinophysis	Dinophysis caudata			Saville-Kent, 1881	109612	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109612	MX	flattened ellipsoid	?/6*l*d1*d2	1			cell	40-70	55				27,5	35	1	27703,958333			3206,273202															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopelta	Diplopelta bomba			Stein ex Jorgensen 1912	110133	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110133	HT	sphere	?/6*d^3	1			cell	60-95					75		1	220781,250000		-	22513,045317															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalopsis	Diplopsalopsis bomba			(Stein ex Jorgensen) J.D.Dodge & S.Toriumi 1993	155560	https://www.marinespecies.org/aphia.php?p=taxdetails&id=155560	HT	sphere	?/6*d^3	1			cell	50-60					55		1	87069,583333		-	9396,981306															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalopsis	Diplopsalopsis orbicularis			(Paulsen) Meunier 1910	110139	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110139	HT	sphere	?/6*d^3	1			cell	50-60					55		1	87069,583333		-	9396,981306															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	Peridiniales	Ensiculifera	Ensiculifera	spp		Balech, 1967	231803	http://www.marinespecies.org/aphia.php?p=taxdetails&id=231803	AU	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	20-40x25-45	35				30		1	11775,000000			1435,773889															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	Peridiniales	Ensiculifera	Ensiculifera carinata			Balech, 1967	233835	http://www.marinespecies.org/aphia.php?p=taxdetails&id=233835	AU	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	20-40x25-45	35				30		1	11775,000000			1435,773889															
SMHI_BVOL2023		x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Entomoneis	Entomoneis	spp			156598	https://www.marinespecies.org/aphia.php?p=taxdetails&id=156598	AU	oval cylinder	?/4*d1*d2*h	1			cell	20-30x90-110				25	100	20	1	39250,000000			1531,074957															
SMHI_BVOL2023		x	OTHERS				Eukaryotic picoplankton species incertae sedis	spp					AU	rotational ellipsoid	?/6*d^2*l	1			cell	1x2	2				1		1	1,046667			0,225452															
SMHI_BVOL2023		x	OTHERS				Eukaryotic picoplankton species incertae sedis	spp					AU	sphere	?/6*d^3	2			cell	2					2		1	4,186667			0,828682															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Tintinnida	Eutintinnus	Eutintinnus	spp			183543	https://www.marinespecies.org/aphia.php?p=taxdetails&id=183543	HT	cylinder	?/4*d^2*h	1			cell	30x60				60	30		1	42390,000000		8	4780,288405	based on individual cell														
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Tintinnida	Eutintinnus	Eutintinnus elongatus			(Jørgensen)	183557	https://www.marinespecies.org/aphia.php?p=taxdetails&id=183557	HT			1			cell								1	39234,000000			4445,318890															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Choreotrichida	Favella	Favella	spp			172431	https://www.marinespecies.org/aphia.php?p=taxdetails&id=172431	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 30-50x50-100	75				40		1	62800,000000		-	6914,135026															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	Gymnodiniales	Gymnodinium	Gymnodinium litoralis			A.ReÃ±é, 2011	707830	http://www.marinespecies.org/aphia.php?p=taxdetails&id=707830	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	14-16x19-21	20				15	7,5	1	1177,500000			165,228915															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	Gymnodiniales	Gymnodinium	Gymnodinium litoralis			A.ReÃ±é, 2011	707830	http://www.marinespecies.org/aphia.php?p=taxdetails&id=707830	AU	flattened ellipsoid	?/6*l*d1*d2	2			cell	20-30x20-30	25				22	11	1	3166,166667			418,268312															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	Gymnodiniales	Gymnodinium	Gymnodinium litoralis			A.ReÃ±é, 2011	707830	http://www.marinespecies.org/aphia.php?p=taxdetails&id=707830	AU	flattened ellipsoid	?/6*l*d1*d2	3			cell	25-35x30-40	35				30	15	1	8242,500000			1027,148203															
SMHI_BVOL2023	x	x	Ciliophora	Spirotrichea	TINTINNIDA	Helicostomella	Helicostomella fusiformis			(Ehrenberg) Jörgensen	417184	https://www.marinespecies.org/aphia.php?p=taxdetails&id=417184	HT	rotational ellipsoid	?/6*d^2*l	1			cell	20-30x50-100	75				25		1	24531,250000			2860,227179															
SMHI_BVOL2023	x	x	Ciliophora	Spirotrichea	TINTINNIDA	Helicostomella	Helicostomella subulata			(Ehrenberg) Jörgensen	240437	https://www.marinespecies.org/aphia.php?p=taxdetails&id=240437	HT	rotational ellipsoid	?/6*d^2*l	1			cell	20-30x50-100	75				25		1	24531,250000			2860,227179															
SMHI_BVOL2023	x	x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	Melosirales	Hyalodiscus	Hyalodiscus	spp		C.G. Ehrenberg, 1845	149061	https://www.marinespecies.org/aphia.php?p=taxdetails&id=149061	AU	cylinder	?/4*d^2*h	1			cell	10*30				10	30		1	7065,000000			381,085526															
SMHI_BVOL2023	x	x	Ciliophora	Oligotrichea 	Choreotrichida	Leegaardiella	Leegaardiella ovalis			Lynn & Montagnes, 1988	101206	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101206	HT	sphere	?/6*d^3	1			cell	 20-30					25		1	8177,083333		-	1019,491645															
SMHI_BVOL2023	x	x	Ciliophora	Spirotrichea	TINTINNIDA	Leprotintinnus	Leprotintinnus pellucidus			(Cleve, 1899) Jörgensen	625430	https://www.marinespecies.org/aphia.php?p=taxdetails&id=625430	HT	rotational ellipsoid	?/6*d^2*l	1			cell	20-30x70-80	75				25		1	24531,250000			2860,227179															
SMHI_BVOL2023	x	x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Lioloma	Lioloma elongatum			(Grunow) Hasle in Hasle & Syvertsen 1997	573482	https://www.marinespecies.org/aphia.php?p=taxdetails&id=573482	AU	parallelepiped	l*w*h	1			cell	3-4x1500	1500		3,5	3,5			1	18375,000000			827,333989															
SMHI_BVOL2023	x	x	Ciliophora	Ciliatea	Oligotrichida	Lohmanniella	Lohmanniella oviformis			Leegaard	101209	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101209	HT			1			cell								1	8550,000000			1063,089755															
SMHI_BVOL2023	x	x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia	spp		A.H. Hassall, 1845	149045	https://www.marinespecies.org/aphia.php?p=taxdetails&id=149045	AU	half parallelepiped	l*w*h/2	13			cell	 10x120-180	150		10	10			1	7500,000000		-	400,006614															
SMHI_BVOL2023	x	x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia	spp		A.H. Hassall, 1845	149045	https://www.marinespecies.org/aphia.php?p=taxdetails&id=149045	AU	half parallelepiped	l*w*h/2	14			cell	 10x180-240	210		10	10			1	10500,000000		-	525,505190															
SMHI_BVOL2023		x	CERCOZOA	Imbricatea	Euglyphida	Paulinella	Paulinella ovalis			(A.Wulff) P.E. Hargraves & J.M. Sieburth, 1988	136903	http://www.marinespecies.org/aphia.php?p=taxdetails&id=136903	HT	rotational ellipsoid	?/6*d^2*l	1			cell	2-4x6-10	8				3		1	37,680000			6,522617															
SMHI_BVOL2023		x	Ciliophora	Ciliatea	Oligotrichida	Pelagostrobilidium	Pelagostrobilidium spirale			(Leegaard) Lynn & Montagnes	341692	http://www.marinespecies.org/aphia.php?p=taxdetails&id=341692	HT			1			cell								1	14130,000000			1703,873079															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	PROROCENTRALES	Prorocentrum	Prorocentrum aporum			(Schiller) Dodge 1975	110291	https://www.marinespecies.org/aphia.php?p=taxdetails&id=110291	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	25-35	30				12	6,6	1	1243,440000		-	173,902758															
SMHI_BVOL2023		x	HAPTOPHYTA	Prymnesiophyceae (Haptophyceae)	PRYMNESIALES		Prymnesiophyceae	spp			115057	https://www.marinespecies.org/aphia.php?p=taxdetails&id=115057	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	10-20x6-10	15				8	6	1	376,800000	HD fac.=0.75	-	56,678961	based on individual cell size														
SMHI_BVOL2023		x	CHLOROPHYTA	Prasinophyceae (Micromonadophyceae)	CHLORODENDRALES	Pterosperma	Pterosperma cristatum			Schiller, 1925	376081	https://www.marinespecies.org/aphia.php?p=taxdetails&id=376081	AU			5			cell								1	904,000000			128,912760															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	TINTINNIDA	Salpingella	Salpingella acuminata			(Claparéde & Lachmann, 1858) Jörgensen, 1924 	417228	https://www.marinespecies.org/aphia.php?p=taxdetails&id=417228	HT	rotational ellipsoid	?/6*d^2*l	1			cell	15-25x100-200	150				20		1	31400,000000			3606,373397															
SMHI_BVOL2023		x	Protozoa incertae sedis	Protozoa classis incertae sedis	Protozoa ordo incertae sedis	Solenicola	Solenicola setigera			Pavillard, 1916 	118073	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118073	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	15-20x4-6	17				5	3	1	133,450000			21,385918															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	TINTINNIDA	Stenosemella	Stenosemella	spp		Jörgensen	178825	https://www.marinespecies.org/aphia.php?p=taxdetails&id=178825	HT	rotational ellipsoid	?/6*d^2*l	1			cell	45-55x55-65	60				50		1	78500,000000			8525,823914															
SMHI_BVOL2023		x	Ciliophora	Ciliatea	Oligotrichida	Strobilidium	Strobilidium	spp		Schewiakoff, 1892	101185	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101185	HT	sphere	?/6*d^3	1			cell	 20-30					25		1	8177,083333		-	1019,491645															
SMHI_BVOL2023		x	Ciliophora	Oligotrichea 	Oligotrichida	Strombidium	Strombidium	spp		Claparède & Lachmann, 1859	101195	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101195	MX	cone	?/12*d^2*h	1			cell	10-40				31,25	25		1	5110,677083	5110,7		655,714832															
SMHI_BVOL2023		x	Ciliophora	Oligotrichea 	Oligotrichida	Strombidium	Strombidium	spp		Claparède & Lachmann, 1859	101195	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101195	MX	cone	?/12*d^2*h	2			cell	40-70				68,75	55		1	54418,489583			6043,933805															
SMHI_BVOL2023		x	Ciliophora	Oligotrichea 	Oligotrichida	Strombidium	Strombidium	spp		Claparède & Lachmann, 1859	101195	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101195	MX	cone	?/12*d^2*h	3			cell	70-100				106,25	85		1	200870,052083			20601,133507															
SMHI_BVOL2023		x	Ciliophora	Oligotrichea 	Oligotrichida	Strombidium	Strombidium sulcatum			Claparède & Lachmann, 1859	101335	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101335	HT	rotational ellipsoid	?/6*d^2*l	1			cell	15-30x25-45	35				22,5		1	9272,812500			1147,269186															
SMHI_BVOL2023		x	CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Synechococcus	Synechococcus			Nägeli 1849	160572	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572	AU	sphere	?/6*d^3	5			cell	1					1		1	0,523333			0,117594	based on individual cell														
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Choreotrichida	Tiarina	Tiarina	spp		Berg, 1881	247913	https://www.marinespecies.org/aphia.php?p=taxdetails&id=247913	HT	rotational ellipsoid	?/6*d^2*l	1			cell	20-40x50-100	75				30		1	35325,000000		-	4028,124724															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Choreotrichida	Tiarina	Tiarina fusus			Berg, 1881	247943	https://www.marinespecies.org/aphia.php?p=taxdetails&id=247943	HT	rotational ellipsoid	?/6*d^2*l	1			cell	20-40x50-100	75				30		1	35325,000000		-	4028,124724															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	TINTINNIDA		Tintinnidae			Claparède & Lachmann, 1858	183533	https://www.marinespecies.org/aphia.php?p=taxdetails&id=183533	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 60-70x90-100	65				95		1	307000,416667		-	30681,545992															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	TINTINNIDA	Tintinnidium	Tintinnidium	spp		Kent, 1881	247915	https://www.marinespecies.org/aphia.php?p=taxdetails&id=247915	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 60-70x90-100	65				95		1	307000,416667		-	30681,545992															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	TINTINNIDA	Tintinnidium	Tintinnidium mucicola			(Claparède & Lachmann, 1858) Daday, 1887 	247944	https://www.marinespecies.org/aphia.php?p=taxdetails&id=247944	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 60-70x90-100	65				95		1	307000,416667		-	30681,545992															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Tintinnida	Tintinnopsis	Tintinnopsis	spp		Stein, 1867	163780	https://www.marinespecies.org/aphia.php?p=taxdetails&id=163780	HT	sphere	?/6*d^3	1			cell	30-50					40		1	33493,333333			3831,683794															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Tintinnida	Tintinnopsis	Tintinnopsis beroidea			Stein, 1867	163782	https://www.marinespecies.org/aphia.php?p=taxdetails&id=163782	HT			1			cell								1	39234,000000			4445,318890															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Tintinnida	Tintinnopsis	Tintinnopsis campanula			Ehrenberg, 1840	163913	https://www.marinespecies.org/aphia.php?p=taxdetails&id=163913	HT			1			cell								1	39234,000000			4445,318890															
SMHI_BVOL2023		x	Ciliophora	Spirotrichea	Tintinnida	Tintinnopsis	Tintinnopsis nana			Lohmann, 1908	163804	https://www.marinespecies.org/aphia.php?p=taxdetails&id=163804	HT	rotational ellipsoid	?/6*d^2*l	1			cell	10-20*15-25	15				20		1	3140,000000			415,021591															
SMHI_BVOL2023		x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	Biddulphiales	Trigonium	Trigonium alternans			(J.W.Bailey) A.Mann 1907	699394	https://www.marinespecies.org/aphia.php?p=taxdetails&id=699394	AU	prism on triangle base	l*w*h/2	1			cell	40x40	35		40	40			1	28000,000000			1164,226958															
SMHI_BVOL2023		x	OTHERS				Unicell	spp					AU	sphere	?/6*d^3	29			cell	20-40					30		1	14130,000000		-	1703,873079															
SMHI_BVOL2023		x	OTHERS				Unicell	spp					AU	sphere	?/6*d^3	30			cell	40-60					50		1	65416,666667		-	7184,311739															
SMHI_BVOL2023		x	OTHERS				Unicell	spp					AU	sphere	?/6*d^3	31			cell	60-80					70		1	179503,333333		-	18536,504686															
SMHI_BVOL2023		x	OTHERS				Unicell	spp					AU	sphere	?/6*d^3	32			cell	80-100					90		1	381510,000000		-	37625,979598															
SMHI_BVOL2023		x	Ciliophora	Oligohymenophorea	Scuticociliatida	Uronema	Uronema	spp		Dujardin, 1841	143943	https://www.marinespecies.org/aphia.php?p=taxdetails&id=143943	HT	rotational ellipsoid	?/6*d^2*l	1			cell	7-15x15-30	22,5				11		1	1424,775000			197,615731															
SMHI_BVOL2023		x	Amoeboidea			Vannella	Vannella	spp		Bovee, 1965	120566	https://www.marinespecies.org/aphia.php?p=taxdetails&id=120566	HT	sphere	?/6*d^3	1			cell	20-40					30		1	14130,000000			1703,873079															
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	1			cell	 10-14					12,5		1	1277,669271			178,394177				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	2			cell	 14-16					15		1	2207,812500			298,149610				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	3			cell	 16-20					17,5		1	3505,924479			460,281322				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	4			cell	 20-27					22,5		1	7451,367188			934,293489				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	5			cell	 27-33					30		1	14130,000000			1703,873079				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	6			cell	 33-37					35		1	22437,916667			2630,427568				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	7			cell	 37-45					40		1	33493,333333			3831,683794				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	8			cell	 45-55					50		1	65416,666667			7184,311739				Genus											
NIVA_BVOL2023		x	CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium	spp		(Lohmann) Hamburger & Buddenbrock 1911	179320	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	9			cell	 55-65					60		1	113040,000000			12007,116900				Genus											
NIVA_BVOL2023		x	Charophyta	Conjugatophyceae	Desmidiales	Hyalotheca	Hyalotheca dissiliens			Brébisson ex Ralfs, 1848	609031	http://www.marinespecies.org/aphia.php?p=taxdetails&id=609031	AU	oval cylinder	?/4*d1*d2*h	1			cell	10-20x25				25	10	20	1	3927,000000			512,000000															
