scientific_name	AphiaID	Match type	ScientificName	Authority	status	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
Oxynema acuminatum	708104	exact	Oxynema acuminatum	(Gomont) Chatchawan, Komárek, Strunecky, Smarda & Peerapornpisal, 2012	accepted	708104	Oxynema acuminatum	(Gomont) Chatchawan, Komárek, Strunecky, Smarda & Peerapornpisal, 2012	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oxynema		acuminatum	
Jaaginema cf. geminatum	177500	exact	Jaaginema geminatum	(Schwabe ex Gomont) Anagnostidis & Komárek, 1988	accepted	177500	Jaaginema geminatum	(Schwabe ex Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcales incertae sedis	Jaaginema		geminatum	
Tychonema sp. (?)	177614	exact	Tychonema	Anagnostidis & Komárek, 1988	accepted	177614	Tychonema	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Tychonema			
Anabaena solitaria	578207	exact	Anabaena solitaria	Klebahn, 1895	unaccepted	625410	Dolichospermum solitarium	(Klebahn) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		solitaria	
Anabaenopsis sp.	146590	exact	Anabaenopsis	V.V.Miller, 1923	accepted	146590	Anabaenopsis	V.V.Miller, 1923	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Anabaenopsis			
Dolichospermum crassum	625368	exact	Dolichospermum crassum	(Lemmermann) Wacklin, Hoffmann & Komárek, 2009	accepted	625368	Dolichospermum crassum	(Lemmermann) Wacklin, Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		crassum	
Anabaena inaequalis	177659	exact	Anabaena inaequalis	Bornet & Flahault, 1886	accepted	177659	Anabaena inaequalis	Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		inaequalis	
Arthrospira platensis	213728	exact	Arthrospira platensis	Gomont, 1892	accepted	213728	Arthrospira platensis	Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Arthrospira		platensis	
Microcystis novacekii	177252	exact	Microcystis novacekii	(Komárek) Compère, 1974	accepted	177252	Microcystis novacekii	(Komárek) Compère, 1974	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		novacekii	
Arthrospira sp.	162385	exact	Arthrospira	Sitzenberger ex Gomont, 1892	accepted	162385	Arthrospira	Sitzenberger ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Arthrospira			
Arthronema africanum	627824	exact	Arthronema africanum	(Schwabe & Simonsen) Komárek & Lukavsky, 1988	accepted	627824	Arthronema africanum	(Schwabe & Simonsen) Komárek & Lukavsky, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Arthronema		africanum	
Lyngbya lutea	146682	exact	Lyngbya lutea	Gomont ex Gomont, 1892	accepted	146682	Lyngbya lutea	Gomont ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Lyngbya		lutea	
Aphanocapsa muscicola	610127	exact	Aphanocapsa muscicola	(Meneghini) Wille, 1919	accepted	610127	Aphanocapsa muscicola	(Meneghini) Wille, 1919	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Aphanocapsa		muscicola	
Microcystis flos-aquae	146560	exact	Microcystis flos-aquae	(Wittrock in Wittrock & Nordstedt) Kirchner, 1898	accepted	146560	Microcystis flos-aquae	(Wittrock in Wittrock & Nordstedt) Kirchner, 1898	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		flos-aquae	
Merismopedia sp.	146545	exact	Merismopedia	Meyen, 1839	accepted	146545	Merismopedia	Meyen, 1839	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Merismopedia			
Anabaena austro-africana	656249	exact	Anabaena austroafricana	Cronberg & Komárek, 2004	accepted	656249	Anabaena austroafricana	Cronberg & Komárek, 2004	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		austroafricana	
Cylindrospermopsis sp.	600859	exact	Cylindrospermopsis	G.Seenayya & N.Subba Raju, 1972	accepted	600859	Cylindrospermopsis	G.Seenayya & N.Subba Raju, 1972	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis			
Dichothrix sp.?	600867	exact	Dichothrix	Zanardini ex Bornet & Flahault, 1886	accepted	600867	Dichothrix	Zanardini ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Dichothrix			
Leptolyngbya foveolara	450029	exact	Leptolyngbya foveolara	(Gomont) Anagnostidis & Komárek, 1988	accepted	450029	Leptolyngbya foveolara	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya		foveolara	
Woronichinia naegeliana	146618	exact	Woronichinia naegeliana	(Unger) Elenkin, 1933	accepted	146618	Woronichinia naegeliana	(Unger) Elenkin, 1933	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Coelosphaeriaceae	Woronichinia		naegeliana	
Planktothrix sp.	146551	exact	Planktothrix	Anagnostidis & Komárek, 1988	accepted	146551	Planktothrix	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix			
Chamaesiphon sp.	204228	exact	Chamaesiphon	A.Braun, 1864	accepted	204228	Chamaesiphon	A.Braun, 1864	Bacteria	Cyanobacteria	Cyanophyceae	Gomontiellales	Chamaesiphonaceae	Chamaesiphon			
Hapalosiphon intricatus	609549	exact	Hapalosiphon intricatus	West & G.S.West, 1894	accepted	609549	Hapalosiphon intricatus	West & G.S.West, 1894	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Hapalosiphon		intricatus	
Nostoc pruniforme	610164	exact	Nostoc pruniforme	C.Agardh ex Bornet & Flahault, 1886	accepted	610164	Nostoc pruniforme	C.Agardh ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc		pruniforme	
Anabaena planctonica	248094	exact	Anabaena planctonica	Brunnthaler, 1903	unaccepted	625407	Dolichospermum planctonicum	(Brunnthaler) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		planctonica	
Cuspidothrix issatschenkoi	621617	exact	Cuspidothrix issatschenkoi	(Usachev) P.Rajaniemi, Komárek, R.Willame, P. Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen, 2005	accepted	621617	Cuspidothrix issatschenkoi	(Usachev) P.Rajaniemi, Komárek, R.Willame, P. Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen, 2005	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cuspidothrix		issatschenkoi	
Chrysosporum bergii	837529	exact	Chrysosporum bergii	(Ostenfeld) E.Zapomelová, O.Skácelová, P.Pumann, R.Kopp & E.Janecek, 2012	accepted	837529	Chrysosporum bergii	(Ostenfeld) E.Zapomelová, O.Skácelová, P.Pumann, R.Kopp & E.Janecek, 2012	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Chrysosporum		bergii	
Anabaenopsis elenkinii	345457	exact	Anabaenopsis elenkinii	V.V.Miller, 1923	accepted	345457	Anabaenopsis elenkinii	V.V.Miller, 1923	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Anabaenopsis		elenkinii	
Dolichospermum sigmoideum	625408	exact	Dolichospermum sigmoideum	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	accepted	625408	Dolichospermum sigmoideum	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		sigmoideum	
Desmonostoc muscorum	839172	exact	Desmonostoc muscorum	(C.Agardh ex Bornet & Flahault) Hrouzek & Ventura, 2013	accepted	839172	Desmonostoc muscorum	(C.Agardh ex Bornet & Flahault) Hrouzek & Ventura, 2013	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Desmonostoc		muscorum	
Pseudoscourfieldia marina	134566	exact	Pseudoscourfieldia marina	(J.Throndsen) Manton, 1975	accepted	134566	Pseudoscourfieldia marina	(J.Throndsen) Manton, 1975	Plantae	Chlorophyta	Pyramimonadophyceae	Pseudoscourfieldiales	Pycnococcaceae	Pseudoscourfieldia		marina	
Diacronema ennorea	699620	exact	Diacronema ennorea	(van der Veer & Leewis) Bendif & Véron, 2011	accepted	699620	Diacronema ennorea	(van der Veer & Leewis) Bendif & Véron, 2011	Chromista	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema		ennorea	
Haptolina hirta	699623	exact	Haptolina hirta	(Manton) Edvardsen & Eikrem, 2011	accepted	699623	Haptolina hirta	(Manton) Edvardsen & Eikrem, 2011	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Prymnesiaceae	Haptolina		hirta	
Haptolina cf. herdlensis	624978	exact	Haptolina herdlensis	(B.Leadbeater) Edvardsen & Eikrem, 2011	accepted	624978	Haptolina herdlensis	(B.Leadbeater) Edvardsen & Eikrem, 2011	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Prymnesiaceae	Haptolina		herdlensis	
Chrysochromulina rotalis	619010	exact	Chrysochromulina rotalis	Eikrem & Throndsen, 1999	accepted	619010	Chrysochromulina rotalis	Eikrem & Throndsen, 1999	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina		rotalis	
Chrysochromulina throndsenii	619023	exact	Chrysochromulina throndsenii	Eikrem, 1996	accepted	619023	Chrysochromulina throndsenii	Eikrem, 1996	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina		throndsenii	
Tetraselmis wettsteinii	376358	exact	Tetraselmis wettsteinii	(J.Schiller) Throndsen, 1988	accepted	376358	Tetraselmis wettsteinii	(J.Schiller) Throndsen, 1988	Plantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis		wettsteinii	
Prasinocladus sp.	370096	exact	Prasinocladus	Kuckuck, 1894	accepted	370096	Prasinocladus	Kuckuck, 1894	Plantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Prasinocladus			
Diacronema lutheri	590558	exact	Diacronema lutheri	(Droop) Bendif & Véron, 2011	accepted	590558	Diacronema lutheri	(Droop) Bendif & Véron, 2011	Chromista	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema		lutheri	
Chrysotila pseudoroscoffensis	837014	exact	Chrysotila pseudoroscoffensis	(Gayral & Fresnel) R.A.Andersen, J.I.Kim, Tittley & H.S.Yoon, 2015	accepted	837014	Chrysotila pseudoroscoffensis	(Gayral & Fresnel) R.A.Andersen, J.I.Kim, Tittley & H.S.Yoon, 2015	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Isochrysidaceae	Chrysotila		pseudoroscoffensis	
Prymnesium palpebrale	624967	exact	Prymnesium palpebrale	(Seoane, Eikrem, Edvardsen & Pienaar) Edvardsen, Eikrem & Probert, 2011	accepted	624967	Prymnesium palpebrale	(Seoane, Eikrem, Edvardsen & Pienaar) Edvardsen, Eikrem & Probert, 2011	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Prymnesiaceae	Prymnesium		palpebrale	
Pelagodinium bei	838272	exact	Pelagodinium bei	(H.J.Spero) Siano, Montresor, Probert & Vargas, 2010	accepted	838272	Pelagodinium bei	(H.J.Spero) Siano, Montresor, Probert & Vargas, 2010	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Pelagodinium		bei	
Calyptrosphaera sp.	235828	exact	Calyptrosphaera	Lohmann, 1902	accepted	235828	Calyptrosphaera	Lohmann, 1902	Chromista	Haptophyta	Coccolithophyceae	Coccolithales	Calyptrosphaeraceae	Calyptrosphaera			
Micromonas sp.	134533	exact	Micromonas	I.Manton & M.Parke, 1960	accepted	134533	Micromonas	I.Manton & M.Parke, 1960	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas			
Attheya sp.	160519	exact	Attheya	T. West, 1860	accepted	160519	Attheya	T. West, 1860	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya			
Ruttnera lamellosa	836862	exact	Ruttnera lamellosa	(P.L.Anand) R.A.Andersen, J.I.Kim, Tittley & H.S.Yoon, 2014	accepted	836862	Ruttnera lamellosa	(P.L.Anand) R.A.Andersen, J.I.Kim, Tittley & H.S.Yoon, 2014	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Isochrysidaceae	Ruttnera		lamellosa	
Skeletonema japonicum	376666	exact	Skeletonema japonicum	Zingone & Sarno, 2005	unassessed	376666	Skeletonema japonicum	Zingone & Sarno, 2005	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema		japonicum	
unidentified picoflagellate																	
Detonula sp.	149285	exact	Detonula	F. Schütt ex G.B. De Toni, 1894	accepted	149285	Detonula	F. Schütt ex G.B. De Toni, 1894	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula			
Chaetoceros neogracilis	178207	exact	Chaetoceros neogracilis	VanLand., 1968	accepted	178207	Chaetoceros neogracilis	VanLand., 1968	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		neogracilis	
Corethron sp.	149109	exact	Corethron	A.F. Castracane, 1886	accepted	149109	Corethron	A.F. Castracane, 1886	Chromista	Bacillariophyta	Bacillariophyceae	Corethrales	Corethraceae	Corethron			
Halosphaera sp.	134528	exact	Halosphaera	K.J.F.Schmitz, 1878	accepted	134528	Halosphaera	K.J.F.Schmitz, 1878	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Halosphaera			
Chaetoceros cf. neogracilis	178207	exact	Chaetoceros neogracilis	VanLand., 1968	accepted	178207	Chaetoceros neogracilis	VanLand., 1968	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		neogracilis	
Chaetoceros cf. debilis	149219	exact	Chaetoceros debilis	Cleve, 1894 emend Xu, Y.Li & Lundholm in Xu et al., 2020	accepted	149219	Chaetoceros debilis	Cleve, 1894 emend Xu, Y.Li & Lundholm in Xu et al., 2020	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		debilis	
Chaetoceros cf. brevis	149291	exact	Chaetoceros brevis	F.Schütt, 1895	accepted	149291	Chaetoceros brevis	F.Schütt, 1895	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		brevis	
Nitzschia longissima / Cylindrotheca closterium	149150	exact	Nitzschia longissima	(Brébisson) Ralfs, 1861	accepted	149150	Nitzschia longissima	(Brébisson) Ralfs, 1861	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia		longissima	
cf. Stephanopyxis sp.																	
Pseudo-nitzschia delicatissima-group																	
cf. Fragilariopsis pseudonana																	
Shionodiscus bioculatus	841633	exact	Shionodiscus bioculatus	(Grunow) Alverson, Kang & Theriot	unassessed	974857	Coscinodiscus bioculatus var. bioculatus	Grunow, 1884	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Shionodiscus		bioculatus	
Pseudo-nitzschia cf. turgidula	246609	exact	Pseudo-nitzschia turgidula	(Hustedt) G.R.Hasle, 1993	accepted	246609	Pseudo-nitzschia turgidula	(Hustedt) G.R.Hasle, 1993	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia		turgidula	
Arcocellulus cornucervis	464322	exact	Arcocellulus cornucervis	G.R.Hasle, H.A.von Stosch & E.E.Syvertsen, 1983	unassessed	464322	Arcocellulus cornucervis	G.R.Hasle, H.A.von Stosch & E.E.Syvertsen, 1983	Chromista	Bacillariophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Arcocellulus		cornucervis	
Pelagococcus subviridis	375971	exact	Pelagococcus subviridis	R.E.Norris, 1977	accepted	375971	Pelagococcus subviridis	R.E.Norris, 1977	Chromista	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus		subviridis	
Biecheleria cincta	840029	exact	Biecheleria cincta	(Siano, Montresor & Zingone) Siano, 2012	accepted	840029	Biecheleria cincta	(Siano, Montresor & Zingone) Siano, 2012	Chromista	Myzozoa	Dinophyceae	Suessiales	Biecheleriaceae	Biecheleria		cincta	
Cylindrotheca closterium	149004	exact	Cylindrotheca closterium	(Ehrenberg) Reimann & J.C.Lewin, 1964	accepted	149004	Cylindrotheca closterium	(Ehrenberg) Reimann & J.C.Lewin, 1964	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
Thalassiosira nordenskioeldii	148931	exact	Thalassiosira nordenskioeldii	Cleve, 1873	accepted	148931	Thalassiosira nordenskioeldii	Cleve, 1873	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		nordenskioeldii	
Eucampia groenlandica	157430	exact	Eucampia groenlandica	Cleve, 1896	unassessed	157430	Eucampia groenlandica	Cleve, 1896	Chromista	Bacillariophyta	Bacillariophyceae	Hemiaulales	Hemiaulaceae	Eucampia		groenlandica	
Rhodomonas sp.	106289	exact	Rhodomonas	G. Karsten, 1898	accepted	106289	Rhodomonas	G. Karsten, 1898	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas			
cf. Chrysolepidomonas sp.																	
Neodenticula seminae	196813	exact	Neodenticula seminae	(R.Simonsen & T.Kanaya) F.Akiba & Y.Yanagisawa, 1986	unassessed	196813	Neodenticula seminae	(R.Simonsen & T.Kanaya) F.Akiba & Y.Yanagisawa, 1986	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Neodenticula		seminae	
Bacterosira sp.	162923	exact	Bacterosira	H.H. Gran, 1900	accepted	162923	Bacterosira	H.H. Gran, 1900	Chromista	Bacillariophyta	Bacillariophyceae			Bacterosira			
Chaetoceros cinctus	149622	exact	Chaetoceros cinctus	Gran, 1897	accepted	149622	Chaetoceros cinctus	Gran, 1897	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		cinctus	
Pedinellaceae sp.	160598	exact	Pedinellaceae	Pascher, 1910	accepted	160598	Pedinellaceae	Pascher, 1910	Chromista	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae				
Nitzschia sp.	149045	exact	Nitzschia	A.H. Hassall, 1845	accepted	149045	Nitzschia	A.H. Hassall, 1845	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia			
Pennate diatom																	
Unknown pennate diatom																	
Thalassiosira hispida	625490	exact	Thalassiosira hispida	Syvertsen, 1986	unassessed	625490	Thalassiosira hispida	Syvertsen, 1986	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira		hispida	
